path,label
data\raw\flower_classification\train\tulip\10701654274_818033f09f_c.jpg,tulip
data\raw\flower_classification\train\dandelion\47440566092_ec20c5a122_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\29186342170_256d96cce4_c.jpg,dandelion
data\raw\flower_classification\train\rose\2980925933_a7553ff1a3_c.jpg,rose
data\raw\flower_classification\train\common_daisy\419408356_9b5786efe6_c.jpg,common_daisy
data\raw\flower_classification\train\dandelion\8096672429_dd5ae4429f_c.jpg,dandelion
data\raw\flower_classification\train\sunflower\164606136_f9caf5169b_c.jpg,sunflower
data\raw\flower_classification\train\tulip\13659337814_335109b0f3_c.jpg,tulip
data\raw\flower_classification\train\dandelion\4661335730_bac29bb672_c.jpg,dandelion
data\raw\flower_classification\train\rose\2458241657_291e6cc81e_c.jpg,rose
data\raw\flower_classification\train\sunflower\6138637919_702fa481fd_c.jpg,sunflower
data\raw\flower_classification\train\rose\5634688563_78a0249e19_c.jpg,rose
data\raw\flower_classification\train\dandelion\17311060586_c6c94b07ec_c.jpg,dandelion
data\raw\flower_classification\train\rose\185166267_cc52dccf4c_c.jpg,rose
data\raw\flower_classification\train\rose\2476522560_7e3eee325f_c.jpg,rose
data\raw\flower_classification\train\tulip\6984778398_6253d66a89_c.jpg,tulip
data\raw\flower_classification\train\common_daisy\27213434063_ef261ccd95_c.jpg,common_daisy
data\raw\flower_classification\train\common_daisy\5625490890_9173ce9438_c.jpg,common_daisy
data\raw\flower_classification\train\rose\35227777456_2c54d01dfe_c.jpg,rose
data\raw\flower_classification\train\tulip\5380763949_c0444923b0_c.jpg,tulip
data\raw\flower_classification\train\tulip\5691760887_eaab5f14d2_c.jpg,tulip
data\raw\flower_classification\train\dandelion\5408693126_5c975c4fe6_c.jpg,dandelion
data\raw\flower_classification\train\sunflower\14507901260_5149a745d7_c.jpg,sunflower
data\raw\flower_classification\train\common_daisy\3526223562_19a57e359f_c.jpg,common_daisy
data\raw\flower_classification\train\rose\29400791081_16df87fac4_c.jpg,rose
data\raw\flower_classification\train\common_daisy\3600555571_9ba08dd184_c.jpg,common_daisy
data\raw\flower_classification\train\tulip\7092461707_c8dc774ae5_c.jpg,tulip
data\raw\flower_classification\train\tulip\16181659573_b789fa92b5_c.jpg,tulip
data\raw\flower_classification\train\dandelion\27425059716_98956cd00f_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\8528004520_022b5223e2_c.jpg,common_daisy
data\raw\flower_classification\train\sunflower\9366589980_52e417bb62_c.jpg,sunflower
data\raw\flower_classification\train\tulip\26536485576_c8bca6e0e2_c.jpg,tulip
data\raw\flower_classification\train\dandelion\15388324076_afc97fa357_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\27307080135_05d583ae26_c.jpg,dandelion
data\raw\flower_classification\train\tulip\5764470975_b846519c6b_c.jpg,tulip
data\raw\flower_classification\train\tulip\974527167_ce61c3fb3b_c.jpg,tulip
data\raw\flower_classification\train\common_daisy\6962109454_d46a94e58d_c.jpg,common_daisy
data\raw\flower_classification\train\rose\16922618941_422f0d392d_c.jpg,rose
data\raw\flower_classification\train\tulip\3849004453_b53d81f55e_c.jpg,tulip
data\raw\flower_classification\train\sunflower\9613472229_67b635fffd_c.jpg,sunflower
data\raw\flower_classification\train\sunflower\6193486550_fcf83dacd0_c.jpg,sunflower
data\raw\flower_classification\train\rose\5186586319_8253ef54cd_c.jpg,rose
data\raw\flower_classification\train\common_daisy\4606983573_c8f8a08836_c.jpg,common_daisy
data\raw\flower_classification\train\rose\4719627283_e900d40212_c.jpg,rose
data\raw\flower_classification\train\sunflower\3917680966_c3ded73742_c.jpg,sunflower
data\raw\flower_classification\train\sunflower\31140204098_276b85ece8_c.jpg,sunflower
data\raw\flower_classification\train\dandelion\26597673314_a7e4ffbdf2_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\27072725135_992a891d76_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\8967773366_1a63d17b67_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\4545021876_3c749a2d90_c.jpg,dandelion
data\raw\flower_classification\train\rose\15885312679_bda44ecf99_c.jpg,rose
data\raw\flower_classification\train\rose\676547376_fba1fcfc8c_c.jpg,rose
data\raw\flower_classification\train\common_daisy\40579065894_7abd4599e1_c.jpg,common_daisy
data\raw\flower_classification\train\rose\468026552_06183cb642_c.jpg,rose
data\raw\flower_classification\train\tulip\13469886535_0f50f02eb9_c.jpg,tulip
data\raw\flower_classification\train\tulip\4627875780_848c7998aa_c.jpg,tulip
data\raw\flower_classification\train\sunflower\3955548444_634d032236_c.jpg,sunflower
data\raw\flower_classification\train\dandelion\17258367551_aea8ea6718_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\8719397843_e0ebc403d5_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\14191176173_ecd1b2360a_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\4913858221_52abf3431a_c.jpg,dandelion
data\raw\flower_classification\train\tulip\13936919325_a634abe291_c.jpg,tulip
data\raw\flower_classification\train\common_daisy\33366197061_d93e82c9c3_c.jpg,common_daisy
data\raw\flower_classification\train\common_daisy\33356694320_8545c9745d_c.jpg,common_daisy
data\raw\flower_classification\train\common_daisy\19662560671_9c6fb69e07_c.jpg,common_daisy
data\raw\flower_classification\train\rose\18416929922_cb43760d63_c.jpg,rose
data\raw\flower_classification\train\sunflower\5243756976_163f96a542_c.jpg,sunflower
data\raw\flower_classification\train\tulip\2804734621_809048f756_c.jpg,tulip
data\raw\flower_classification\train\common_daisy\9969627833_3a0f5c7cc1_c.jpg,common_daisy
data\raw\flower_classification\train\tulip\3385839524_40d98e73c0_c.jpg,tulip
data\raw\flower_classification\train\rose\5944327485_5ee4361555_c.jpg,rose
data\raw\flower_classification\train\dandelion\4664076763_0bfc101462_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\4894910767_2c9bd6ae22_c.jpg,common_daisy
data\raw\flower_classification\train\tulip\2581380698_1b69526799_c.jpg,tulip
data\raw\flower_classification\train\sunflower\38189750235_5a6548956b_c.jpg,sunflower
data\raw\flower_classification\train\tulip\13831733305_f462e873f8_c.jpg,tulip
data\raw\flower_classification\train\tulip\3558372958_e894eb3a1e_c.jpg,tulip
data\raw\flower_classification\train\rose\19578459688_9711391b10_c.jpg,rose
data\raw\flower_classification\train\tulip\7117921587_fe22d35f10_c.jpg,tulip
data\raw\flower_classification\train\tulip\14222139585_5205ce9525_c.jpg,tulip
data\raw\flower_classification\train\tulip\2471738814_c1cd461424_c.jpg,tulip
data\raw\flower_classification\train\common_daisy\469091858_9df5e1b2b4_c.jpg,common_daisy
data\raw\flower_classification\train\dandelion\2328917632_5152a5393b_c.jpg,dandelion
data\raw\flower_classification\train\rose\3622035393_dc874a4730_c.jpg,rose
data\raw\flower_classification\train\tulip\15377854398_db6a8598b9_c.jpg,tulip
data\raw\flower_classification\train\sunflower\1193278641_bec50582cb_c.jpg,sunflower
data\raw\flower_classification\train\tulip\8666558936_39f15e231b_c.jpg,tulip
data\raw\flower_classification\train\tulip\13042254693_569d46639a_c.jpg,tulip
data\raw\flower_classification\train\common_daisy\13360633713_00c768a7c0_c.jpg,common_daisy
data\raw\flower_classification\train\tulip\8618601202_0e0577ee24_c.jpg,tulip
data\raw\flower_classification\train\common_daisy\22299467021_579cc10dc2_c.jpg,common_daisy
data\raw\flower_classification\train\dandelion\2841902822_a57c91567b_c.jpg,dandelion
data\raw\flower_classification\train\tulip\5519167578_aa82f22c95_c.jpg,tulip
data\raw\flower_classification\train\tulip\26433113431_8ddb0aab56_c.jpg,tulip
data\raw\flower_classification\train\rose\27771478265_8d23eaca6a_c.jpg,rose
data\raw\flower_classification\train\sunflower\4745239993_db6d80ae6a_c.jpg,sunflower
data\raw\flower_classification\train\rose\5616091157_bb7e39aa1c_c.jpg,rose
data\raw\flower_classification\train\dandelion\40621969600_a5ebf597ff_c.jpg,dandelion
data\raw\flower_classification\train\rose\5811196461_e44e113b2a_c.jpg,rose
data\raw\flower_classification\train\dandelion\5635186701_c2061703c8_c.jpg,dandelion
data\raw\flower_classification\train\sunflower\8120669178_cb6711beb6_c.jpg,sunflower
data\raw\flower_classification\train\common_daisy\5744716149_97c094fb85_c.jpg,common_daisy
data\raw\flower_classification\train\rose\8198454814_77db2f2a57_c.jpg,rose
data\raw\flower_classification\train\common_daisy\4484409732_0d7a9734a1_c.jpg,common_daisy
data\raw\flower_classification\train\dandelion\17337719536_39a26b8c4a_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\41908336492_275d4f8cd6_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\9633511024_0b1341bd60_c.jpg,common_daisy
data\raw\flower_classification\train\rose\27076574336_1d854d1fd2_c.jpg,rose
data\raw\flower_classification\train\dandelion\5096689570_0f0486c1cd_c.jpg,dandelion
data\raw\flower_classification\train\rose\20727863642_b5a32441a1_c.jpg,rose
data\raw\flower_classification\train\tulip\7075686003_cb7fdabd06_c.jpg,tulip
data\raw\flower_classification\train\dandelion\3722917125_76774d74e1_c.jpg,dandelion
data\raw\flower_classification\train\sunflower\2854602661_4ed031fe41_c.jpg,sunflower
data\raw\flower_classification\train\rose\3496277880_6c04ebe17e_c.jpg,rose
data\raw\flower_classification\train\tulip\144774054_dbde80cec1_c.jpg,tulip
data\raw\flower_classification\train\tulip\145116717_944830c24d_c.jpg,tulip
data\raw\flower_classification\train\tulip\2397144165_526ace4706_c.jpg,tulip
data\raw\flower_classification\train\rose\1363267709_7c509e4005_c.jpg,rose
data\raw\flower_classification\train\tulip\2422326836_7c1d5c0b6f_c.jpg,tulip
data\raw\flower_classification\train\sunflower\1458910105_807efd1a29_c.jpg,sunflower
data\raw\flower_classification\train\rose\14996372094_7c3800fbff_c.jpg,rose
data\raw\flower_classification\train\dandelion\4457123916_3b016c388f_c.jpg,dandelion
data\raw\flower_classification\train\rose\30087999203_21d0c249ba_c.jpg,rose
data\raw\flower_classification\train\common_daisy\40258321251_b198879406_c.jpg,common_daisy
data\raw\flower_classification\train\tulip\3500697223_103e30ecf1_c.jpg,tulip
data\raw\flower_classification\train\common_daisy\51056629666_017eed94aa_c.jpg,common_daisy
data\raw\flower_classification\train\common_daisy\14124749998_554a1ba760_c.jpg,common_daisy
data\raw\flower_classification\train\common_daisy\35211855462_d40e74e2fb_c.jpg,common_daisy
data\raw\flower_classification\train\rose\16324203584_b037fbcc72_c.jpg,rose
data\raw\flower_classification\train\sunflower\31359847798_548e13f0e0_c.jpg,sunflower
data\raw\flower_classification\train\sunflower\2697823302_8d9890ddc7_c.jpg,sunflower
data\raw\flower_classification\train\rose\42859879880_5f50d05e11_c.jpg,rose
data\raw\flower_classification\train\rose\5544467900_5b2039fe51_c.jpg,rose
data\raw\flower_classification\train\tulip\5488085547_5847195f47_c.jpg,tulip
data\raw\flower_classification\train\rose\32543071546_22808b8c11_c.jpg,rose
data\raw\flower_classification\train\common_daisy\42652699842_17133c2376_c.jpg,common_daisy
data\raw\flower_classification\train\rose\28717021477_abd010b573_c.jpg,rose
data\raw\flower_classification\train\rose\7353946104_e363dc39e1_c.jpg,rose
data\raw\flower_classification\train\common_daisy\49888007797_2f025fe5e4_c.jpg,common_daisy
data\raw\flower_classification\train\rose\24686794682_25852c29f5_c.jpg,rose
data\raw\flower_classification\train\dandelion\5785689559_4e7cd5e03c_c.jpg,dandelion
data\raw\flower_classification\train\tulip\5595177656_92f55bdb43_c.jpg,tulip
data\raw\flower_classification\train\sunflower\42998902284_71644de658_c.jpg,sunflower
data\raw\flower_classification\train\rose\3622859156_76fffd0c64_c.jpg,rose
data\raw\flower_classification\train\sunflower\5336298343_591fb07d45_c.jpg,sunflower
data\raw\flower_classification\train\tulip\27521783082_35a54912da_c.jpg,tulip
data\raw\flower_classification\train\dandelion\14079629883_bf873cfa50_c.jpg,dandelion
data\raw\flower_classification\train\rose\16036883317_39cd77fd1a_c.jpg,rose
data\raw\flower_classification\train\common_daisy\4758023551_135980b1c2_c.jpg,common_daisy
data\raw\flower_classification\train\sunflower\45925599532_fdb1a46979_c.jpg,sunflower
data\raw\flower_classification\train\rose\34483309581_1ef34389c5_c.jpg,rose
data\raw\flower_classification\train\dandelion\26735971837_69d3cb2d7c_c.jpg,dandelion
data\raw\flower_classification\train\tulip\14002133662_cb56385c70_c.jpg,tulip
data\raw\flower_classification\train\common_daisy\26143494174_665655c95f_c.jpg,common_daisy
data\raw\flower_classification\train\tulip\26593149975_bf1eb67a4f_c.jpg,tulip
data\raw\flower_classification\train\tulip\3452300687_5e0522f886_c.jpg,tulip
data\raw\flower_classification\train\sunflower\25484303547_2f40b312df_c.jpg,sunflower
data\raw\flower_classification\train\sunflower\42351551475_b28ba92f15_c.jpg,sunflower
data\raw\flower_classification\train\common_daisy\19781821173_d12fda4c7c_c.jpg,common_daisy
data\raw\flower_classification\train\sunflower\5669327104_d66e5e4a40_c.jpg,sunflower
data\raw\flower_classification\train\rose\7349605322_e83018bc76_c.jpg,rose
data\raw\flower_classification\train\common_daisy\32998438674_ca6dab2d66_c.jpg,common_daisy
data\raw\flower_classification\train\sunflower\2962917516_d7360b9b2b_c.jpg,sunflower
data\raw\flower_classification\train\tulip\15283989501_d42e845515_c.jpg,tulip
data\raw\flower_classification\train\tulip\12268302143_cc20a9aee4_c.jpg,tulip
data\raw\flower_classification\train\rose\6341233397_52e160a070_c.jpg,rose
data\raw\flower_classification\train\tulip\7454668_a55fa02419_c.jpg,tulip
data\raw\flower_classification\train\dandelion\3560505605_a9f0c7a88f_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\4603244865_c704131407_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\8158421363_fcf08c4aee_c.jpg,common_daisy
data\raw\flower_classification\train\common_daisy\5126365024_fa0fc9ae43_c.jpg,common_daisy
data\raw\flower_classification\train\common_daisy\21387186901_2dcf99705a_c.jpg,common_daisy
data\raw\flower_classification\train\rose\30451315300_62f654558f_c.jpg,rose
data\raw\flower_classification\train\dandelion\16972101317_9a719cb209_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\15570438986_b0790a3134_c.jpg,common_daisy
data\raw\flower_classification\train\sunflower\8080210306_526a8364de_c.jpg,sunflower
data\raw\flower_classification\train\tulip\27204996260_d3968cd8b0_c.jpg,tulip
data\raw\flower_classification\train\rose\3496456475_83f86acdd1_c.jpg,rose
data\raw\flower_classification\train\rose\17940079_b29dc18a2f_c.jpg,rose
data\raw\flower_classification\train\sunflower\6675708407_9591759a57_c.jpg,sunflower
data\raw\flower_classification\train\common_daisy\5900464738_e4d1de9254_c.jpg,common_daisy
data\raw\flower_classification\train\tulip\25549434781_9fa47da143_c.jpg,tulip
data\raw\flower_classification\train\dandelion\27892556457_588762eccd_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\39789999760_40a87bcfe7_c.jpg,dandelion
data\raw\flower_classification\train\tulip\10400415455_7a4796d598_c.jpg,tulip
data\raw\flower_classification\train\tulip\475079278_07189a13c1_c.jpg,tulip
data\raw\flower_classification\train\tulip\5645753876_261fe98660_c.jpg,tulip
data\raw\flower_classification\train\rose\2479522473_d14047b437_c.jpg,rose
data\raw\flower_classification\train\dandelion\6120891079_ba945cfbab_c.jpg,dandelion
data\raw\flower_classification\train\rose\464922216_12b3782454_c.jpg,rose
data\raw\flower_classification\train\common_daisy\2575834413_6d37acb2ef_c.jpg,common_daisy
data\raw\flower_classification\train\rose\30716306220_007f5a5d4a_c.jpg,rose
data\raw\flower_classification\train\dandelion\34489910175_2ee59ea417_c.jpg,dandelion
data\raw\flower_classification\train\rose\27244045456_6d331cc61e_c.jpg,rose
data\raw\flower_classification\train\dandelion\26692642117_6c729f24e6_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\343006195_399cc76d2c_c.jpg,common_daisy
data\raw\flower_classification\train\common_daisy\4591680254_57bfece20e_c.jpg,common_daisy
data\raw\flower_classification\train\sunflower\29024120746_120c79fb5a_c.jpg,sunflower
data\raw\flower_classification\train\rose\7159893850_aab27b0b7a_c.jpg,rose
data\raw\flower_classification\train\common_daisy\6227100967_3a1d791ab9_c.jpg,common_daisy
data\raw\flower_classification\train\dandelion\30042902517_73708e9968_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\4307908081_70b98d78dc_c.jpg,common_daisy
data\raw\flower_classification\train\sunflower\9527557189_641dd6d4e0_c.jpg,sunflower
data\raw\flower_classification\train\rose\4939574115_ace337bcd3_c.jpg,rose
data\raw\flower_classification\train\dandelion\34353356522_9b1b953aaf_c.jpg,dandelion
data\raw\flower_classification\train\rose\18514794799_16281266ae_c.jpg,rose
data\raw\flower_classification\train\tulip\3488643708_909b89b9b9_c.jpg,tulip
data\raw\flower_classification\train\sunflower\4419012463_1bf3f81dd7_c.jpg,sunflower
data\raw\flower_classification\train\common_daisy\2717536538_c6a840831a_c.jpg,common_daisy
data\raw\flower_classification\train\rose\378710508_9aead53e4c_c.jpg,rose
data\raw\flower_classification\train\tulip\13527971223_17b0362848_c.jpg,tulip
data\raw\flower_classification\train\common_daisy\8770421832_9d52bde371_c.jpg,common_daisy
data\raw\flower_classification\train\common_daisy\8128084199_d1daf6abae_c.jpg,common_daisy
data\raw\flower_classification\train\rose\153250507_e2daa13434_c.jpg,rose
data\raw\flower_classification\train\sunflower\6276775105_885928c275_c.jpg,sunflower
data\raw\flower_classification\train\common_daisy\13843215313_b716eca309_c.jpg,common_daisy
data\raw\flower_classification\train\dandelion\2803532108_b4abf10850_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\505112282_0f537ffa42_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\8105266195_0dec94cec7_c.jpg,common_daisy
data\raw\flower_classification\train\common_daisy\49822969202_24c93a3b0c_c.jpg,common_daisy
data\raw\flower_classification\train\common_daisy\51010773313_c6c223289c_c.jpg,common_daisy
data\raw\flower_classification\train\dandelion\3933757892_b9b80fa626_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\8295468528_c6f35dc03e_c.jpg,common_daisy
data\raw\flower_classification\train\sunflower\2664071034_b514bfe4eb_c.jpg,sunflower
data\raw\flower_classification\train\sunflower\26628742799_c1fb650ba9_c.jpg,sunflower
data\raw\flower_classification\train\tulip\26628986786_a91ce5a31e_c.jpg,tulip
data\raw\flower_classification\train\sunflower\6011272430_d9a3e02656_c.jpg,sunflower
data\raw\flower_classification\train\common_daisy\13485080805_72c7b06dab_c.jpg,common_daisy
data\raw\flower_classification\train\tulip\467338017_2c72040203_c.jpg,tulip
data\raw\flower_classification\train\dandelion\17077706979_b8b4a4e405_c.jpg,dandelion
data\raw\flower_classification\train\tulip\27238670401_8bf8d4cf73_c.jpg,tulip
data\raw\flower_classification\train\dandelion\41187598785_903300704b_c.jpg,dandelion
data\raw\flower_classification\train\tulip\975379298_605e63a43f_c.jpg,tulip
data\raw\flower_classification\train\common_daisy\44994157934_c12cc6d20f_c.jpg,common_daisy
data\raw\flower_classification\train\rose\26471888213_2f8097ee23_c.jpg,rose
data\raw\flower_classification\train\sunflower\3354200188_4687aac493_c.jpg,sunflower
data\raw\flower_classification\train\tulip\3530752703_816e32a5a3_c.jpg,tulip
data\raw\flower_classification\train\sunflower\2813308667_1ab5b92fdb_c.jpg,sunflower
data\raw\flower_classification\train\sunflower\28708237126_ffdea27d74_c.jpg,sunflower
data\raw\flower_classification\train\rose\2479527497_5881058d84_c.jpg,rose
data\raw\flower_classification\train\common_daisy\8956623870_8cda27d02c_c.jpg,common_daisy
data\raw\flower_classification\train\sunflower\29719945936_c8826b8c74_c.jpg,sunflower
data\raw\flower_classification\train\tulip\6165355787_551ec7130f_c.jpg,tulip
data\raw\flower_classification\train\rose\4607188752_514a1b0b11_c.jpg,rose
data\raw\flower_classification\train\dandelion\15623028310_a0260cd78a_c.jpg,dandelion
data\raw\flower_classification\train\sunflower\5230957988_c681bb1238_c.jpg,sunflower
data\raw\flower_classification\train\dandelion\46164383_bbfd5256c9_c.jpg,dandelion
data\raw\flower_classification\train\rose\8357064882_c2e59b9809_c.jpg,rose
data\raw\flower_classification\train\sunflower\27983184442_a1176cb925_c.jpg,sunflower
data\raw\flower_classification\train\dandelion\16811779673_6f6b198c0a_c.jpg,dandelion
data\raw\flower_classification\train\rose\1364155786_a0eec497a1_c.jpg,rose
data\raw\flower_classification\train\tulip\486322089_421629c6c7_c.jpg,tulip
data\raw\flower_classification\train\rose\4391090824_6a77ba5000_c.jpg,rose
data\raw\flower_classification\train\sunflower\29058402437_4d8673c15e_c.jpg,sunflower
data\raw\flower_classification\train\dandelion\4491950724_a598a841e7_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\12999098343_e9220990e4_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\8470224760_b3f08692a6_c.jpg,dandelion
data\raw\flower_classification\train\tulip\7040581591_444cc6beb5_c.jpg,tulip
data\raw\flower_classification\train\tulip\8651602330_b2e8c20051_c.jpg,tulip
data\raw\flower_classification\train\common_daisy\5610832336_f9be969ffc_c.jpg,common_daisy
data\raw\flower_classification\train\dandelion\29048920845_98eb17a29a_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\5645223395_503138855d_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\8739955303_374eec7729_c.jpg,common_daisy
data\raw\flower_classification\train\sunflower\23865751117_393e88a372_c.jpg,sunflower
data\raw\flower_classification\train\dandelion\40514737622_b3ab1ecf35_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\3941130747_0a3bb72144_c.jpg,dandelion
data\raw\flower_classification\train\sunflower\29693338438_7568022f7c_c.jpg,sunflower
data\raw\flower_classification\train\rose\26429548153_17eb8c9ecc_c.jpg,rose
data\raw\flower_classification\train\sunflower\838025793_d08af5a33b_c.jpg,sunflower
data\raw\flower_classification\train\sunflower\43255146205_88e5151b85_c.jpg,sunflower
data\raw\flower_classification\train\common_daisy\8423248401_a1d49e99f2_c.jpg,common_daisy
data\raw\flower_classification\train\rose\27819339721_947be4ac4b_c.jpg,rose
data\raw\flower_classification\train\tulip\27228825062_b6a2fb2571_c.jpg,tulip
data\raw\flower_classification\train\tulip\4470223283_13ab25387a_c.jpg,tulip
data\raw\flower_classification\train\rose\388223548_48d5d1293a_c.jpg,rose
data\raw\flower_classification\train\dandelion\2481949831_a542763ccb_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\14053113903_2c3a2d8f03_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\5118736906_1e9ec88bed_c.jpg,common_daisy
data\raw\flower_classification\train\sunflower\3703447864_ec860f4ebd_c.jpg,sunflower
data\raw\flower_classification\train\dandelion\14106636050_f2740be8d9_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\8770412404_8d67a1c160_c.jpg,common_daisy
data\raw\flower_classification\train\rose\9341357294_fab46067e0_c.jpg,rose
data\raw\flower_classification\train\tulip\16542309488_608b59b2c4_c.jpg,tulip
data\raw\flower_classification\train\tulip\5784750424_89e7a378ce_c.jpg,tulip
data\raw\flower_classification\train\rose\19539167363_7c751045ab_c.jpg,rose
data\raw\flower_classification\train\rose\2480339412_5216cfc543_c.jpg,rose
data\raw\flower_classification\train\rose\15205581549_8dd22e31d9_c.jpg,rose
data\raw\flower_classification\train\rose\9139995278_2435561a07_c.jpg,rose
data\raw\flower_classification\train\tulip\26473285296_d6e6ddebe5_c.jpg,tulip
data\raw\flower_classification\train\sunflower\2324136963_b382d1b9f3_c.jpg,sunflower
data\raw\flower_classification\train\tulip\3885819853_6751a7ea62_c.jpg,tulip
data\raw\flower_classification\train\tulip\8658432789_6a95e57387_c.jpg,tulip
data\raw\flower_classification\train\rose\13929445464_7423962d8d_c.jpg,rose
data\raw\flower_classification\train\sunflower\3712512460_2e49d469a7_c.jpg,sunflower
data\raw\flower_classification\train\rose\5245768682_934cd2f756_c.jpg,rose
data\raw\flower_classification\train\dandelion\5676986655_f1817c3052_c.jpg,dandelion
data\raw\flower_classification\train\rose\8706297454_421ac7f0bb_c.jpg,rose
data\raw\flower_classification\train\common_daisy\39786807452_e830f4b308_c.jpg,common_daisy
data\raw\flower_classification\train\common_daisy\5929083500_b747f70da8_c.jpg,common_daisy
data\raw\flower_classification\train\dandelion\3548230006_3e169baf88_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\5665716472_92786fc2b7_c.jpg,common_daisy
data\raw\flower_classification\train\dandelion\46765348895_0b12ed5598_c.jpg,dandelion
data\raw\flower_classification\train\tulip\3480914557_b9c48841d5_c.jpg,tulip
data\raw\flower_classification\train\tulip\13956774461_34879849f6_c.jpg,tulip
data\raw\flower_classification\train\sunflower\5936062942_494ec952ce_c.jpg,sunflower
data\raw\flower_classification\train\dandelion\2708630602_876cf3e88c_c.jpg,dandelion
data\raw\flower_classification\train\tulip\7454669_e684750727_c.jpg,tulip
data\raw\flower_classification\train\sunflower\46295264632_ec5a4ab7f9_c.jpg,sunflower
data\raw\flower_classification\train\sunflower\2979135291_6046c54784_c.jpg,sunflower
data\raw\flower_classification\train\dandelion\26550098564_68cecf24e0_c.jpg,dandelion
data\raw\flower_classification\train\tulip\174469419_cb561d9a5d_c.jpg,tulip
data\raw\flower_classification\train\sunflower\5200504875_63f7b40584_c.jpg,sunflower
data\raw\flower_classification\train\common_daisy\51132858440_a26a24590d_c.jpg,common_daisy
data\raw\flower_classification\train\common_daisy\12001792884_e697f5d16d_c.jpg,common_daisy
data\raw\flower_classification\train\dandelion\8661256744_7e351b6a55_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\2464437135_069fcd8df9_c.jpg,common_daisy
data\raw\flower_classification\train\tulip\26165070966_c49c3c19eb_c.jpg,tulip
data\raw\flower_classification\train\common_daisy\5451203258_d7f9387855_c.jpg,common_daisy
data\raw\flower_classification\train\rose\2890098318_0363387479_c.jpg,rose
data\raw\flower_classification\train\tulip\26367332111_5310311091_c.jpg,tulip
data\raw\flower_classification\train\rose\6679143049_1c0a0d819d_c.jpg,rose
data\raw\flower_classification\train\tulip\4820164636_7ef164b55e_c.jpg,tulip
data\raw\flower_classification\train\rose\20210799278_7fd1fd094e_c.jpg,rose
data\raw\flower_classification\train\common_daisy\16912996580_8858b67635_c.jpg,common_daisy
data\raw\flower_classification\train\tulip\3506905785_eb812e499a_c.jpg,tulip
data\raw\flower_classification\train\dandelion\30646630202_0436b81268_c.jpg,dandelion
data\raw\flower_classification\train\rose\15190221591_63af7935c7_c.jpg,rose
data\raw\flower_classification\train\common_daisy\14746618574_83cdedb087_c.jpg,common_daisy
data\raw\flower_classification\train\tulip\13973673658_801e5bb57b_c.jpg,tulip
data\raw\flower_classification\train\dandelion\304252947_40f9a62a3c_c.jpg,dandelion
data\raw\flower_classification\train\sunflower\43277054434_11cdab7835_c.jpg,sunflower
data\raw\flower_classification\train\dandelion\5698634793_3d41562f4c_c.jpg,dandelion
data\raw\flower_classification\train\tulip\27477791346_cf145c46ae_c.jpg,tulip
data\raw\flower_classification\train\common_daisy\4806269195_69b77b96cd_c.jpg,common_daisy
data\raw\flower_classification\train\sunflower\28007037621_8e2ceea243_c.jpg,sunflower
data\raw\flower_classification\train\sunflower\14058543180_d37b1c0eea_c.jpg,sunflower
data\raw\flower_classification\train\rose\32285017590_08d5994a0a_c.jpg,rose
data\raw\flower_classification\train\dandelion\5908449451_1d7e339f79_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\49856336797_14ba559a3e_c.jpg,common_daisy
data\raw\flower_classification\train\tulip\5622387248_15f888bf14_c.jpg,tulip
data\raw\flower_classification\train\tulip\17148225400_6a971ed490_c.jpg,tulip
data\raw\flower_classification\train\tulip\227954048_4443d75bb4_c.jpg,tulip
data\raw\flower_classification\train\tulip\5467324449_6a1d43bb18_c.jpg,tulip
